date,Temperature,Dew.Point,humid,rain,wind_speed,pollen_count,month,year,pollen_level,season,pollen_cat,respiratory_visits,immunity_visits,wellness_visits,revenue
2012-06-15,12.7,8.5,77.45,0.0,17.6,1,6,2012,0.693147180559945,Not in season,Low,0.0,30.302573657319215,6.945869643684146,3210.7669931629143
2012-06-16,12.9,8.3,74.68,0.0,27.7,0,6,2012,0.0,Not in season,Very low,4.062998458143839,32.01064699354323,5.099409647463938,4096.577286128699
2012-06-17,12.8,7.8,71.61,0.0,22.3,0,6,2012,0.0,Not in season,Very low,2.9550806850576814,26.769816760838022,4.867215048732255,3420.968562189304
2012-06-18,13.3,7.6,69.59,0.63,29.8,0,6,2012,0.0,Not in season,Very low,3.28889207831794,26.19974647621547,6.350370216386338,3522.671314330607
2012-06-19,12.0,7.2,73.49,0.2,24.1,0,6,2012,0.0,Not in season,Very low,3.1070402885699027,28.82158231472585,5.155675962816929,3667.4571431263275
2012-06-20,14.3,7.7,65.21,0.0,35.1,0,6,2012,0.0,Not in season,Very low,8.51406436158123,27.938875006151374,6.102484642158208,4303.773995377542
2012-06-21,11.7,7.2,74.33,1.0,18.6,0,6,2012,0.0,Not in season,Very low,0.0,27.881960351386276,5.517172409193082,3228.3575882208424
2012-06-22,13.6,11.0,84.72,9.73,20.9,0,6,2012,0.0,Not in season,Very low,0.0,33.24991279598524,4.218841585534367,2995.5519582636202
2012-06-23,13.8,10.7,81.77,0.6,24.1,2,6,2012,1.09861228866811,Not in season,Low,0.0,29.374673040332098,3.769531980875541,2983.27108438364
2012-06-24,13.5,10.7,83.22,11.24,38.9,0,6,2012,0.0,Not in season,Very low,1.9926863431752535,33.68750234763793,6.226684248494597,4106.007335824392
2012-06-25,13.9,8.9,73.35,5.1,32.9,0,6,2012,0.0,Not in season,Very low,5.322127419992073,28.567967015089327,5.438442253669375,3930.5273722015313
2012-06-26,13.4,9.5,77.79,8.28,44.3,0,6,2012,0.0,Not in season,Very low,9.49758375258222,33.83025348744876,5.446910183085867,4958.488213701611
2012-06-27,12.5,6.9,69.37,4.1,14.8,0,6,2012,0.0,Not in season,Very low,0.0,28.682018423801743,6.695863839093786,2916.6139569888837
2012-06-28,11.1,5.2,68.21,0.0,28.1,1,6,2012,0.693147180559945,Not in season,Low,6.395888688166063,26.37301209465998,7.173442276632445,3978.683234176521
2012-06-29,13.9,10.0,77.76,1.0,42.5,0,6,2012,0.0,Not in season,Very low,7.905719906596558,30.918531436909703,5.727455278638191,4498.735954773612
2012-06-30,14.4,11.2,81.3,0.74,35.3,1,6,2012,0.693147180559945,Not in season,Low,6.0988803020290225,32.97150546437576,5.659401293090139,4481.76828612827
2012-07-01,13.8,8.7,72.42,0.4,20.6,0,7,2012,0.0,Not in season,Very low,0.0,27.32144322025258,6.250143033113884,3097.6928487171263
2012-07-02,13.8,10.2,78.96,0.7,22.7,0,7,2012,0.0,Not in season,Very low,0.0,29.903506538481313,4.3930644303004245,3266.225308867777
2012-07-03,11.6,9.0,84.18,0.0,32.0,0,7,2012,0.0,Not in season,Very low,4.235098006974619,32.48446610465089,5.973153054747697,4234.510615681859
2012-07-04,11.6,4.3,61.94,10.43,46.4,0,7,2012,0.0,Not in season,Very low,11.392379952074071,24.91839221256281,6.301885971822154,4363.075693250942
2012-07-05,11.1,4.3,64.57,0.0,20.5,1,7,2012,0.693147180559945,Not in season,Low,1.7891666836552633,25.424394704686915,6.430230208417629,3271.5578891807336
2012-07-06,11.5,8.3,81.45,20.4,29.5,0,7,2012,0.0,Not in season,Very low,0.0,30.55732667112299,3.813247297497535,3222.725156570701
2012-07-07,12.0,6.9,74.14,45.83,22.3,0,7,2012,0.0,Not in season,Very low,0.0,27.880252613120273,4.9886447301910595,1592.0363032131454
2012-07-08,12.8,10.9,88.6,12.39,33.5,0,7,2012,0.0,Not in season,Very low,1.5665381680977137,35.662358404162575,4.871736747176533,4143.959360362106
2012-07-09,14.4,11.8,84.77,3.13,30.9,0,7,2012,0.0,Not in season,Very low,0.8624397180135714,31.013191726864893,5.849886954409213,3672.802895200855
2012-07-10,14.8,10.7,77.0,0.2,44.3,1,7,2012,0.693147180559945,Not in season,Low,12.514706266872922,32.52584622409757,6.230744579767984,5252.808940815947
2012-07-11,13.2,7.0,68.1,3.73,25.9,0,7,2012,0.0,Not in season,Very low,5.373352930986851,26.685244483601824,7.246710407445981,3893.063632674283
2012-07-12,9.2,5.7,79.09,3.28,25.9,0,7,2012,0.0,Not in season,Very low,0.0,29.981287797805,5.255034519631927,3111.3955313281417
2012-07-13,10.4,3.4,62.67,3.5,33.5,0,7,2012,0.0,Not in season,Very low,6.970657116794284,27.099446275262054,5.252427501690786,3966.617681676782
2012-07-14,12.4,5.1,61.4,4.18,38.0,0,7,2012,0.0,Not in season,Very low,11.33160819077081,26.628061553482667,6.899672018878747,4574.572899751063
2012-07-15,10.4,8.2,86.81,12.14,22.9,0,7,2012,0.0,Not in season,Very low,0.0,33.017735596663435,6.046576938530305,3202.471545261029
2012-07-16,12.6,11.1,90.78,2.7,14.8,0,7,2012,0.0,Not in season,Very low,0.0,33.87582159263943,7.017651511187974,3227.880537365816
2012-07-18,15.8,5.1,55.39,0.2,16.6,2,7,2012,1.09861228866811,Not in season,Low,1.3160222199262672,21.919429940180013,6.038728003009837,2832.96390064994
2012-07-19,16.9,4.5,46.74,0.0,44.3,0,7,2012,0.0,Not in season,Very low,17.93188468120935,21.7173159185907,4.592883381286729,4690.98842410713
2012-07-20,14.0,11.5,85.15,10.05,40.7,0,7,2012,0.0,Not in season,Very low,5.071484146911881,32.31281936813065,4.416871645222193,4193.209766060266
2012-07-21,12.9,10.0,82.95,6.14,51.8,0,7,2012,0.0,Not in season,Very low,14.219673092489709,33.07450736402525,4.198487750941071,5349.690527576576
2012-07-22,10.4,5.6,73.19,14.5,16.6,0,7,2012,0.0,Not in season,Very low,0.0,31.15591331037047,6.412051834758473,2991.791229611943
2012-07-23,11.7,4.7,65.06,0.2,11.2,1,7,2012,0.693147180559945,Not in season,Low,0.0,26.151615496884144,6.938596823087008,2937.977774708911
2012-07-24,13.1,8.3,73.11,0.0,22.3,0,7,2012,0.0,Not in season,Very low,0.9101845508162976,26.541710760550373,7.599362141386381,3371.3421934639036
2012-07-25,12.6,8.2,79.05,0.2,12.8,0,7,2012,0.0,Not in season,Very low,0.0,27.408050451907716,6.5931053323232405,2644.084351443582
2012-07-26,12.5,10.1,86.03,4.6,28.6,0,7,2012,0.0,Not in season,Very low,0.06516271827056996,33.247239274062196,6.912838577534986,3885.5705398014866
2012-07-27,12.6,7.4,71.5,5.2,29.5,1,7,2012,0.693147180559945,Not in season,Low,4.511678213567445,29.076717756853558,5.169983667346315,3862.6718547011546
2012-07-29,11.8,4.4,65.85,0.0,13.0,1,7,2012,0.693147180559945,Not in season,Low,0.0,25.733660602380837,4.5935841832561435,2668.275588350928
2012-07-30,13.0,4.5,63.61,0.0,16.6,0,7,2012,0.0,Not in season,Very low,1.0126622853446188,24.43705304773556,6.600079332417553,3093.231125608315
2012-07-31,11.9,6.9,73.12,5.73,31.3,0,7,2012,0.0,Not in season,Very low,7.420101197968155,28.915454887996518,6.1676807522394,4275.372092734982
2012-08-01,10.9,3.7,62.99,0.0,31.3,0,8,2012,0.0,Not in season,Very low,9.358687055147536,26.420455428991225,5.674431672448674,4219.042523312721
2012-08-02,11.4,1.0,57.61,0.0,15.8,0,8,2012,0.0,Not in season,Very low,0.8889647017482384,22.966071607551996,5.9543587787407715,2879.63162726425
2012-08-03,12.4,8.4,77.2,0.0,25.5,0,8,2012,0.0,Not in season,Very low,4.111820883245916,27.04683955270296,5.890172780565987,3669.3162837050845
2012-08-04,12.0,8.7,80.57,0.2,18.4,0,8,2012,0.0,Not in season,Very low,0.0,29.735240443309763,6.850804157961343,3211.254809824004
2012-08-05,12.2,9.1,82.65,2.06,24.1,1,8,2012,0.693147180559945,Not in season,Low,0.0,30.203312278887626,6.8619728829247375,3194.266642190728
2012-08-06,10.5,4.2,65.85,10.79,37.1,0,8,2012,0.0,Not in season,Very low,5.630870533623895,27.675253702690213,6.1112076504481285,3932.1264463397397
2012-08-07,13.9,9.0,72.78,0.2,46.4,0,8,2012,0.0,Not in season,Very low,10.777812118461213,34.05631080312409,6.41279017067071,5211.991748181412
2012-08-08,14.2,8.6,69.48,0.0,29.7,0,8,2012,0.0,Not in season,Very low,5.426729773938037,28.254977998569164,6.081049850532557,3963.189360772086
2012-08-09,11.5,6.9,74.31,0.0,20.5,0,8,2012,0.0,Not in season,Very low,0.41562756878432566,27.966764376593122,5.105817566073163,3255.0171511992844
2012-08-10,11.6,7.2,75.44,0.0,44.9,0,8,2012,0.0,Not in season,Very low,14.876655968412923,32.2281618023727,6.323551973020921,5513.899054288495
2012-08-11,11.5,7.6,77.02,12.79,48.2,0,8,2012,0.0,Not in season,Very low,10.349391060646246,32.505225464651055,4.17249222924852,4826.248852082536
2012-08-12,11.7,7.8,78.0,4.67,29.5,0,8,2012,0.0,Not in season,Very low,2.4203492067867023,30.854113388542206,6.620878850403664,3905.523551700918
2012-08-13,12.6,6.8,70.77,0.0,14.8,0,8,2012,0.0,Not in season,Very low,0.0,27.439220711858805,4.372464358341746,3032.5322244662484
2012-08-14,12.0,8.0,76.88,4.2,50.0,0,8,2012,0.0,Not in season,Very low,10.047297036488173,34.531852277795444,5.852790584902515,5127.084118950326
2012-08-15,12.1,8.1,77.0,13.81,44.3,0,8,2012,0.0,Not in season,Very low,7.960421837162848,30.172933877608898,4.7218333396816226,4350.290675394961
2012-08-16,11.5,6.2,71.02,13.0,37.1,0,8,2012,0.0,Not in season,Very low,6.60229779083045,29.584358492173745,6.1203762811822084,4240.341686611606
2012-08-17,11.1,5.2,69.62,0.0,17.7,0,8,2012,0.0,Not in season,Very low,0.0,25.54434264402215,5.533062072179872,2722.053705936233
2012-08-18,10.5,5.6,73.3,0.0,18.0,0,8,2012,0.0,Not in season,Very low,1.0556310648103935,28.456615175610697,3.972231339944449,3290.1157525338726
2012-08-19,10.8,6.1,73.91,1.8,37.1,0,8,2012,0.0,Not in season,Very low,8.735744611241623,28.780576186216685,5.98768692912626,4405.361926300764
2012-08-20,11.4,5.9,72.64,22.39,25.9,0,8,2012,0.0,Not in season,Very low,0.0,27.881159823673897,4.98906652127507,2717.089479567251
2012-08-21,10.7,5.6,71.68,1.66,25.9,0,8,2012,0.0,Not in season,Very low,4.065172799159424,27.739892102914514,6.4481340189211505,3777.660667704274
2012-08-22,11.6,7.5,77.31,2.8,20.5,1,8,2012,0.693147180559945,Not in season,Low,2.3840392867065936,30.433980063213653,5.568312986842188,3774.9477596735314
2012-08-23,10.7,4.9,70.26,0.4,22.3,0,8,2012,0.0,Not in season,Very low,2.25079938258774,28.410145332730895,5.96240828349582,3588.103121863284
2012-08-24,11.3,5.4,69.9,0.0,18.4,0,8,2012,0.0,Not in season,Very low,0.5923308794505012,25.31513914826434,4.609418343092569,2971.3470878078992
2012-08-25,13.0,9.7,80.55,4.68,45.2,0,8,2012,0.0,Not in season,Very low,9.396958650689635,32.75092093319982,4.97765506668042,4800.939536737172
2012-08-26,13.2,9.3,77.93,3.6,27.7,0,8,2012,0.0,Not in season,Very low,0.9092334458028115,29.297504174300993,5.108348662006697,3447.5263238869725
2012-08-27,13.9,10.1,79.36,0.0,27.7,0,8,2012,0.0,Not in season,Very low,4.22350372481637,29.0677941071896,6.423689778350337,3927.495039964951
2012-08-28,13.5,10.4,83.12,0.0,20.5,0,8,2012,0.0,In season,Very low,0.0,30.725579539490756,7.24436438591327,3333.1320161585404
2012-08-29,14.4,8.1,66.77,0.0,29.5,0,8,2012,0.0,In season,Very low,6.50334935582909,26.610820653853015,4.761815546364905,3822.4292317939844
2012-08-30,14.4,7.8,65.83,0.0,27.7,1,8,2012,0.693147180559945,In season,Low,4.997513829852323,29.451059783614625,6.643835442765462,4076.314473364978
2012-08-31,13.4,9.5,77.9,7.27,55.4,0,8,2012,0.0,In season,Very low,15.65746973861959,33.42955179043284,3.397309880382079,5493.636338108201
2012-09-01,11.2,3.9,63.07,4.93,22.3,0,9,2012,0.0,In season,Very low,2.55749315793042,23.497858999094916,4.30581059890771,3001.1499267737586
2012-09-02,10.6,3.7,65.24,0.2,18.4,3,9,2012,1.38629436111989,In season,Moderate,2.738309916386848,24.794271194994867,4.541221543813225,3171.3220329709666
2012-09-03,12.1,6.2,68.26,0.4,33.5,0,9,2012,0.0,In season,Very low,7.212975401717879,29.053659954515282,4.1474913105592774,4102.722348502416
2012-09-04,12.7,4.3,60.68,0.2,28.5,9,9,2012,2.30258509299405,In season,High,6.919187597059942,27.740131327443912,3.9164116102124202,3917.6285732085776
2012-09-05,13.5,7.0,66.76,0.0,38.9,0,9,2012,0.0,In season,Very low,9.629854426326537,26.014820025314453,5.912998912137797,4230.104446661653
2012-09-06,16.5,9.1,63.84,0.0,20.5,6,9,2012,1.94591014905531,In season,Moderate,1.9955601098858318,23.06609073783315,5.285932302272139,2968.9508711513863
2012-09-07,15.6,9.0,69.03,2.0,24.1,3,9,2012,1.38629436111989,In season,Moderate,3.2999507395672776,29.424158210446137,5.87940539760511,3808.762341601096
2012-09-08,13.6,9.2,72.54,0.0,16.6,1,9,2012,0.693147180559945,In season,Low,0.0,27.909537012845085,6.190472686121513,3281.0894671703927
2012-09-09,14.0,9.6,75.5,1.58,40.7,0,9,2012,0.0,In season,Very low,8.392752013733562,29.678048721748358,5.765616993172533,4436.184473276666
2012-09-10,14.4,8.5,69.14,3.2,25.9,3,9,2012,1.38629436111989,In season,Moderate,4.5564088801584886,28.03355490334692,6.1577631761503735,3842.745610045741
2012-09-11,13.4,8.7,74.82,0.0,25.9,5,9,2012,1.79175946922805,In season,Moderate,5.169456788207429,25.973102713179745,5.43046771375773,3652.082503003485
2012-09-12,14.6,10.3,76.29,0.0,35.3,0,9,2012,0.0,In season,Very low,8.012152354835548,30.421050607916595,4.313006611694256,4348.603872307466
2012-09-13,14.3,10.0,76.23,0.6,26.1,3,9,2012,1.38629436111989,In season,Moderate,5.529193718837098,29.9323854074117,6.557814180820796,4181.3669214672855
2012-09-14,16.4,6.8,55.39,0.95,31.0,3,9,2012,1.38629436111989,In season,Moderate,8.06631620134464,24.886124167445395,4.910887867218873,3849.4413902834062
2012-09-15,18.0,6.8,53.88,0.0,14.8,7,9,2012,2.07944154167984,In season,Moderate,0.0,20.567324857248956,4.564403701237574,2417.926935227846
2012-09-16,20.6,5.8,46.56,0.0,23.2,28,9,2012,3.36729582998647,In season,Very high,5.459919626643579,20.95082459368403,5.322082124195602,3176.0393845012804
2012-09-17,16.4,10.2,67.99,0.0,29.5,2,9,2012,1.09861228866811,In season,Low,8.456066467233775,26.27649044872849,4.587189080703487,4009.3521473971814
2012-09-18,15.1,8.1,63.58,1.8,33.5,12,9,2012,2.56494935746154,In season,High,9.835548484531087,26.970460506809182,5.0825696180105675,4283.917438265494
2012-09-19,14.4,7.5,65.15,0.0,27.7,13,9,2012,2.63905732961526,In season,High,6.126622993634315,25.500584413164372,5.844053921563466,3752.777514277632
2012-09-20,13.2,8.7,75.15,1.0,37.1,9,9,2012,2.30258509299405,In season,High,8.909952939479728,29.945278993007737,5.848341739246127,4531.589591178032
2012-09-21,12.7,8.7,77.45,22.95,29.5,1,9,2012,0.693147180559945,In season,Low,0.0,29.010021526251723,4.602169933574371,2755.187718797414
2012-09-22,12.1,5.7,66.76,11.0,24.1,16,9,2012,2.83321334405622,In season,Very high,4.546627969425239,27.539363490188393,5.012294627051255,3700.5152755139684
2012-09-23,12.7,9.6,82.39,1.93,42.5,4,9,2012,1.6094379124341,In season,Moderate,9.50683177296284,34.077141339987996,6.574333004770244,5074.48058713596
2012-09-24,15.2,10.4,73.66,0.0,18.4,23,9,2012,3.17805383034795,In season,Very high,0.32209219190733884,28.116455316051102,5.996400117733941,3330.0086040527062
2012-09-25,15.3,10.1,71.75,0.0,27.7,22,9,2012,3.13549421592915,In season,Very high,6.248649935848034,28.780885593952032,7.575065039348542,4233.931754844851
2012-09-26,15.3,11.6,78.5,0.8,27.8,17,9,2012,2.89037175789616,In season,Very high,4.191513847605068,28.931690302439748,6.680128173741528,3930.5609458559047
2012-09-27,13.7,8.8,72.82,16.53,40.7,5,9,2012,1.79175946922805,In season,Moderate,6.312826036418697,29.656388022391855,6.644293068559939,4254.7213720942245
2012-09-28,12.5,6.1,65.71,18.11,18.4,2,9,2012,1.09861228866811,In season,Low,0.0,25.532754459549903,4.112131449544198,2222.1605599383697
2012-09-29,13.1,6.7,65.47,0.2,35.3,9,9,2012,2.30258509299405,In season,High,10.47320253570399,30.495951709235968,6.263860351633422,4807.48830333875
2012-09-30,15.1,9.3,68.55,0.0,30.1,8,9,2012,2.19722457733622,In season,High,9.403036744712548,26.400639569071004,5.44689319830309,4204.1798221368535
2012-10-01,16.1,10.8,72.11,0.0,22.3,26,10,2012,3.29583686600433,In season,Very high,4.526130069232465,30.140012686502924,5.016005494569531,3958.4173165237507
2012-10-02,15.9,9.8,67.99,0.0,20.5,40,10,2012,3.71357206670431,In season,Very high,5.241779939959096,28.44323052815897,5.735002638640309,3932.136856702213
2012-10-03,15.2,10.3,73.25,1.4,35.8,3,10,2012,1.38629436111989,In season,Moderate,7.153176485353221,29.95176368538816,6.512198832719264,4374.533453398743
2012-10-04,13.4,8.5,73.14,6.03,27.7,11,10,2012,2.484906649788,In season,High,1.2585927696121282,31.042344581034158,6.067818889111992,3740.6911015858304
2012-10-05,12.9,3.9,54.83,0.2,22.3,13,10,2012,2.63905732961526,In season,High,5.325319619850526,23.38552656712823,4.6885134967657205,3352.672090836144
2012-10-06,13.3,5.1,59.21,0.0,24.1,12,10,2012,2.56494935746154,In season,High,5.6515873684330415,24.879991034801513,6.309446211700401,3670.9452846281483
2012-10-07,13.2,6.1,63.06,4.0,33.5,20,10,2012,3.04452243772342,In season,Very high,10.179287277706424,26.604255216378945,4.929399756031817,4276.2919754452105
2012-10-08,15.2,6.7,57.66,1.6,38.9,19,10,2012,2.99573227355399,In season,Very high,10.469303055427769,27.03628265890235,5.7836704170720665,4422.638265907332
2012-10-09,15.3,9.9,70.54,0.0,42.5,14,10,2012,2.70805020110221,In season,High,14.85632547919092,31.007763080573064,5.263637230630646,5304.626344010669
2012-10-10,14.4,6.6,59.92,0.4,33.5,15,10,2012,2.77258872223978,In season,Very high,9.858988152131515,24.875187255004548,5.348121046372155,4098.446987466009
2012-10-11,15.9,7.3,58.05,0.0,33.5,21,10,2012,3.09104245335832,In season,Very high,10.12967839507887,23.60190336648148,6.33323027314829,4082.4101659094754
2012-10-12,16.6,11.0,70.72,0.0,24.1,50,10,2012,3.93182563272433,In season,Very high,2.8878434371097494,28.38242323512521,4.5267935782918824,3546.9270222290415
2012-10-13,16.9,10.4,66.36,0.0,40.7,19,10,2012,2.99573227355399,In season,Very high,10.165714992201348,27.39795372272282,7.512182372384713,4560.655761127221
2012-10-14,18.4,11.2,63.54,0.0,42.7,27,10,2012,3.3322045101752,In season,Very high,15.686755875942872,27.79577051046157,3.745901228813284,4961.659854464365
2012-10-15,17.3,11.6,69.16,0.0,53.6,28,10,2012,3.36729582998647,In season,Very high,18.917976950782606,32.15292576162096,4.969319614852923,5882.995379444243
2012-10-16,20.5,13.0,63.37,0.0,39.6,29,10,2012,3.40119738166216,In season,Very high,11.061058650388421,27.002238013895855,5.937199188049521,4502.526774480158
2012-10-17,19.2,13.5,70.03,0.0,42.5,18,10,2012,2.94443897916644,In season,Very high,10.841381841904575,29.56761194242611,6.15130146454309,4749.831132434607
2012-10-18,17.1,11.2,69.45,0.2,31.7,30,10,2012,3.43398720448515,In season,Very high,7.296322951064807,28.67462728177008,5.4665115775360755,4180.34240850767
2012-10-19,12.4,6.8,69.39,12.25,44.3,13,10,2012,2.63905732961526,In season,High,12.490532287934087,30.52511705864634,5.509596595106238,4992.143308025224
2012-10-20,16.2,9.3,64.22,0.0,40.7,12,10,2012,2.56494935746154,In season,High,12.476612972954593,24.879732799218473,5.977537383435397,4463.36982735123
2012-10-21,16.0,11.5,75.04,3.8,42.5,52,10,2012,3.97029191355212,In season,Very high,9.40728557032284,31.073959646281644,5.3359178206501,4663.143658718914
2012-10-22,17.0,11.3,69.65,0.0,39.4,32,10,2012,3.49650756146648,In season,Very high,11.361385403871083,29.728540430735368,6.960168556042686,4893.033776021482
2012-10-23,19.3,9.4,54.03,0.0,43.7,38,10,2012,3.66356164612965,In season,Very high,16.774914645378495,26.779094747712236,6.406336412339383,5203.406145203794
2012-10-24,20.0,10.2,55.61,0.0,24.9,45,10,2012,3.8286413964891,In season,Very high,3.6326700355876396,23.482717062992553,6.439811649113415,3299.377042498845
2012-10-25,17.3,11.7,70.01,0.0,31.3,16,10,2012,2.83321334405622,In season,Very high,7.046557700223282,26.20113675274975,4.600830574737364,3833.767045280758
2012-10-26,15.0,10.5,75.05,2.83,32.7,13,10,2012,2.63905732961526,In season,High,5.534598204686985,30.78865373515936,5.487598873702077,4182.02506797454
2012-10-27,17.9,9.4,59.39,0.0,27.7,12,10,2012,2.56494935746154,In season,High,8.376309547220128,24.064565133409246,5.266521349387077,3832.935366958306
2012-10-28,19.0,12.4,66.65,0.0,42.9,18,10,2012,2.94443897916644,In season,Very high,16.433434142418015,27.217400009091566,4.561385922418315,5058.6629717927835
2012-10-29,18.4,12.5,69.14,0.0,52.5,26,10,2012,3.29583686600433,In season,Very high,19.891847544321635,29.762785532344132,5.927151482053548,5837.472377117293
2012-10-30,18.7,11.1,61.56,0.0,48.2,6,10,2012,1.94591014905531,In season,Moderate,16.564666964167753,27.18656957081298,5.029341540327964,5108.764316007665
2012-10-31,19.7,8.8,51.25,0.0,39.8,18,10,2012,2.94443897916644,In season,Very high,13.530211136887493,22.989306402554146,6.2223911279580175,4420.347266918555
2012-11-01,21.5,8.2,45.61,0.0,35.1,15,11,2012,2.77258872223978,In season,Very high,17.73803970487479,18.846320731481118,4.6798084371056685,4387.58151270154
2012-11-02,20.0,10.5,57.11,0.0,22.6,8,11,2012,2.19722457733622,In season,High,5.206827651021731,24.62947943626456,7.469040612841821,3685.2905107764095
2012-11-03,15.4,11.3,77.1,0.0,29.5,2,11,2012,1.09861228866811,In season,Low,4.410893937869418,31.649850049534464,4.853667341407938,4082.585664810412
2012-11-04,16.4,10.7,70.45,0.0,20.5,2,11,2012,1.09861228866811,In season,Low,1.1838123693349922,28.006826389607408,5.969302337200436,3420.2843102569745
2012-11-05,18.1,13.0,73.18,0.0,24.1,5,11,2012,1.79175946922805,In season,Moderate,2.8611271411517825,27.09877719549022,6.541859310388068,3576.5617213182813
2012-11-06,18.9,13.7,72.89,0.0,31.3,16,11,2012,2.83321334405622,In season,Very high,6.335459382114088,29.07521015926298,5.179359569799887,4082.124907363979
2012-11-07,19.4,11.3,60.54,0.0,45.9,8,11,2012,2.19722457733622,In season,High,15.221506989679643,26.90417442172465,6.6024686434329505,5045.195772408658
2012-11-08,21.1,9.8,50.33,0.0,36.2,16,11,2012,2.83321334405622,In season,Very high,12.693711588139413,23.75755326747429,4.520816402199584,4260.666029500125
2012-11-09,18.3,12.4,68.72,0.0,33.8,4,11,2012,1.6094379124341,In season,Moderate,8.226870094676002,28.878008586461693,7.20211769918256,4451.194685941895
2012-11-10,18.9,12.9,70.1,0.0,27.7,12,11,2012,2.56494935746154,In season,High,4.374862843299354,27.1589914414658,5.764149264965758,3702.0146265397634
2012-11-11,17.8,13.2,75.36,0.0,29.5,7,11,2012,2.07944154167984,In season,Moderate,3.8187313259842535,29.796394667696273,5.15358859203112,3850.1743132502274
2012-11-12,17.1,12.7,76.06,3.2,35.3,6,11,2012,1.94591014905531,In season,Moderate,6.817645341537842,31.016736485538292,5.450818227572565,4355.856547744175
2012-11-13,17.5,12.1,71.41,2.8,33.5,13,11,2012,2.63905732961526,In season,High,6.6355341738687175,30.77998678657612,6.558919269392719,4398.976321073275
2012-11-14,20.3,13.9,68.93,0.0,33.5,23,11,2012,3.17805383034795,In season,Very high,10.909989482874028,29.334407847789674,5.165544708149562,4655.883099375816
2012-11-15,19.1,14.1,73.84,0.0,27.7,8,11,2012,2.19722457733622,In season,High,0.3455452874104812,30.028868024850624,5.000642310577223,3444.4036218204983
2012-11-16,17.8,12.9,73.6,0.0,31.6,9,11,2012,2.30258509299405,In season,High,7.987260277883694,29.520591953515233,5.5284634024162616,4352.807500890867
2012-11-17,18.9,11.9,65.64,1.31,40.7,19,11,2012,2.99573227355399,In season,Very high,14.268127788746444,29.834550974244205,4.573037887230032,5061.473463052396
2012-11-18,19.3,11.6,62.84,0.0,27.7,13,11,2012,2.63905732961526,In season,High,3.561914651387773,26.373715355151397,7.570543907941816,3670.444806317018
2012-11-19,19.7,13.5,68.95,0.0,26.4,10,11,2012,2.39789527279837,In season,High,4.195968608879475,26.491694507791713,5.183605408785277,3567.3741165475303
2012-11-20,18.5,13.8,74.82,0.85,33.5,5,11,2012,1.79175946922805,In season,Moderate,6.123838701006313,31.580043964150228,6.581616786180404,4419.394383430213
2012-11-21,17.2,7.4,53.03,0.0,46.4,8,11,2012,2.19722457733622,In season,High,15.722732457923264,25.546483927046832,5.959470083647773,4918.133894347297
2012-11-22,17.7,8.5,55.4,0.0,48.2,8,11,2012,2.19722457733622,In season,High,17.09327496861369,25.06834717464582,4.765465949518032,4939.264989659668
2012-11-23,18.0,9.9,59.94,1.0,27.7,9,11,2012,2.30258509299405,In season,High,5.166136231801255,24.356608439120908,5.7440452907872706,3515.120814991223
2012-11-24,14.6,6.8,60.77,5.66,36.1,8,11,2012,2.19722457733622,In season,High,12.06640566513543,26.356890654168915,6.5340027793107485,4606.377967578002
2012-11-25,14.2,5.6,57.84,1.2,22.3,4,11,2012,1.6094379124341,In season,Moderate,5.74551758972119,24.217821754321104,5.561738664913693,3556.1833793917485
2012-11-26,16.8,8.6,59.06,0.0,38.9,1,11,2012,0.693147180559945,In season,Low,14.575332642491237,25.86475071875745,6.943112945851028,4890.964024642776
2012-11-27,21.3,11.4,55.79,0.0,30.8,26,11,2012,3.29583686600433,In season,Very high,11.104508096064851,24.710570408131456,6.771515392781864,4345.319243763477
2012-11-28,21.9,13.6,60.28,0.6,48.2,16,11,2012,2.83321334405622,In season,Very high,15.650422343174156,29.263948849491655,6.668914854658329,5337.95875450273
2012-11-29,20.5,12.5,60.68,0.0,55.4,7,11,2012,2.07944154167984,In season,Moderate,19.98721960058033,29.169851782681864,5.2903432277270035,5738.6789885559865
2012-11-30,20.8,11.2,55.32,0.2,53.6,10,11,2012,2.39789527279837,In season,High,21.71006184184188,26.38476270951803,4.670157552218513,5617.29629615031
2012-12-01,22.5,12.1,53.05,0.2,33.5,14,12,2012,2.70805020110221,In season,High,9.666808286662084,24.674572696920983,5.386412394637206,4058.3872556625247
2012-12-02,19.0,13.4,70.64,0.0,40.7,7,12,2012,2.07944154167984,In season,Moderate,12.501497645258585,28.162971315766953,6.19624094066672,4812.176124261064
2012-12-06,20.8,13.1,62.93,0.0,26.7,5,12,2012,1.79175946922805,In season,Moderate,5.553511902762797,26.126512459936173,6.5457867135323555,3802.735611407741
2012-12-07,19.5,16.2,81.72,0.0,40.7,3,12,2012,1.38629436111989,In season,Moderate,8.533768788675603,34.817167619679736,3.8284285952395525,4812.04330422821
2012-12-08,21.5,16.0,71.74,0.6,49.8,4,12,2012,1.6094379124341,In season,Moderate,16.55843995230524,30.32034492552915,5.99188679838825,5498.398230700604
2012-12-09,23.1,14.2,57.64,0.0,41.5,1,12,2012,0.693147180559945,In season,Low,14.91839496722906,24.444839285657096,6.1580892253231845,4727.338462659051
2012-12-11,23.8,14.1,55.89,0.0,39.6,9,12,2012,2.30258509299405,In season,High,13.35055075127138,24.124493333688328,5.722455743684448,4472.311883016155
